ID,Fecha,Recorrido,Porte,pesos,Kilometros,Combustible,Conductor,Mozo1,Mozo2,Ingresos diarios,Averia
533,2017-08-30 05:52:36,13/68,primer porte,12180,69,12,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",7288,si
534,2019-11-22 23:37:01,17/54,primer porte,4210,231,12,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",6880,si
535,2023-10-01 11:51:19,13/69,primer porte,6079,43,58,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",2821,si
536,2020-01-16 23:30:07,13/72,primer porte,5217,169,62,"['Sofia', 'Lopez']","['Sofia', 'Lopez']","['Sofia', 'Lopez']",8590,no
537,2021-03-10 22:52:05,13/68,primer porte,1561,221,44,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",4961,si
538,2019-04-28 11:36:32,18/62,primer porte,2101,86,60,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",2254,si
539,2023-12-24 21:32:29,13/88,primer porte,928,50,95,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",5057,si
540,2023-09-17 09:54:17,13/96,primer porte,1732,220,25,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",8332,si
541,2019-09-07 13:13:22,13/78,primer porte,4399,149,23,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",4758,no
542,2020-02-17 05:14:34,18/60,segundo porte,12386,231,18,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",5676,si
543,2021-09-26 05:30:56,13/90,primer porte,6135,76,30,"['Maria', 'Sanchez']","['Maria', 'Sanchez']","['Maria', 'Sanchez']",9943,no
544,2022-07-25 22:43:50,13/73,segundo porte,9106,201,86,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",9075,no
545,2020-09-07 01:31:20,02/98,segundo porte,9616,192,92,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",5174,no
546,2023-03-01 13:12:51,18/61,primer porte,11644,43,78,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",6768,si
547,2017-12-23 10:10:56,13/68,segundo porte,3036,143,60,"['Juan', 'Sanchez']","['Juan', 'Sanchez']","['Juan', 'Sanchez']",3058,si
548,2019-07-01 05:23:32,13/95,segundo porte,8499,43,16,"['Laura', 'Garcia']","['Laura', 'Garcia']","['Laura', 'Garcia']",4741,no
549,2024-01-30 17:12:46,13/96,primer porte,5141,125,14,"['Carlos', 'Martinez']","['Carlos', 'Martinez']","['Carlos', 'Martinez']",5261,no
550,2023-11-19 12:17:33,13/93,segundo porte,13221,115,83,"['Pedro', 'Lopez']","['Pedro', 'Lopez']","['Pedro', 'Lopez']",3952,no
551,2018-05-18 12:29:04,13/87,primer porte,10191,77,56,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",7201,si
552,2024-09-02 01:01:43,13/69,segundo porte,13511,53,34,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",4694,no
553,2020-04-09 06:44:01,17/57,segundo porte,127,152,55,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",4755,no
554,2019-12-31 23:45:11,13/68,primer porte,7842,180,33,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",3335,no
555,2018-07-18 05:18:43,17/55,segundo porte,4845,21,60,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",7365,si
556,2020-03-14 01:20:42,17/56,segundo porte,4709,116,63,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",9542,no
557,2027-01-09 03:36:37,13/72,segundo porte,941,33,90,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",3660,si
558,2023-03-28 12:02:16,17/54,primer porte,13300,244,66,"['Juan', 'Martinez']","['Juan', 'Martinez']","['Juan', 'Martinez']",6681,si
559,2022-04-04 14:19:58,18/60,primer porte,298,73,69,"['Diego', 'Fernandez']","['Diego', 'Fernandez']","['Diego', 'Fernandez']",6738,no
560,2022-07-30 19:09:53,13/91,segundo porte,2694,223,88,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",7111,si
561,2024-09-18 16:19:29,11/67,segundo porte,3507,44,84,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",7556,no
562,2020-03-28 06:50:12,13/69,primer porte,2380,203,13,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",8508,si
563,2023-06-05 10:21:31,17/54,segundo porte,3163,106,70,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",3084,si
564,2020-08-21 08:35:57,17/53,segundo porte,4349,159,93,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",3218,no
565,2017-08-25 18:57:59,13/83,segundo porte,11436,57,79,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",3651,si
566,2022-05-07 23:16:13,18/61,primer porte,2233,98,15,"['Juan', 'Garcia']","['Juan', 'Garcia']","['Juan', 'Garcia']",7278,si
567,2019-02-21 19:48:23,18/58,segundo porte,10974,69,96,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",8168,si
568,2021-01-07 10:49:06,13/89,primer porte,9791,139,79,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",6428,no
569,2022-06-09 15:46:53,11/66,primer porte,3870,108,92,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",9066,no
570,2023-11-01 09:16:01,11/67,primer porte,11189,176,92,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",6031,si
571,2025-09-09 17:52:34,18/58,segundo porte,1439,49,53,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",5127,no
572,2023-05-28 21:02:07,17/56,primer porte,14687,132,56,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",4507,no
573,2019-12-09 07:13:32,13/93,segundo porte,13447,47,19,"['Laura', 'Lopez']","['Laura', 'Lopez']","['Laura', 'Lopez']",6263,no
574,2021-01-11 03:33:06,13/73,primer porte,4156,190,14,"['Sofia', 'Sanchez']","['Sofia', 'Sanchez']","['Sofia', 'Sanchez']",9597,no
575,2018-04-02 01:17:46,18/62,primer porte,7576,21,68,"['Maria', 'Lopez']","['Maria', 'Lopez']","['Maria', 'Lopez']",4253,si
576,2026-08-31 00:45:27,11/65,primer porte,11576,186,92,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",8399,no
577,2017-09-16 07:42:52,13/96,primer porte,11541,165,58,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",4564,si
578,2020-08-18 01:38:16,11/66,segundo porte,10181,142,74,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",6934,no
579,2021-03-03 15:20:20,13/82,primer porte,7155,111,63,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",2687,no
580,2018-10-17 15:44:00,02/98,primer porte,8842,13,43,"['Luis', 'Fernandez']","['Luis', 'Fernandez']","['Luis', 'Fernandez']",5496,no
581,2017-08-29 01:46:08,18/60,segundo porte,1687,155,74,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",3920,si
582,2026-07-07 19:34:50,11/66,primer porte,5314,47,97,"['Diego', 'Fernandez']","['Diego', 'Fernandez']","['Diego', 'Fernandez']",4854,no
583,2019-07-09 02:57:40,17/55,primer porte,4691,100,67,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",4022,si
584,2020-04-08 00:26:27,13/77,primer porte,2390,210,63,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",6371,no
585,2019-10-06 12:43:53,13/74,segundo porte,8493,103,84,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",4842,si
586,2023-06-23 13:39:01,18/59,primer porte,8038,70,65,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",8363,si
587,2025-01-30 11:17:27,13/75,segundo porte,2783,191,44,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",9112,si
588,2022-08-09 01:48:51,13/76,primer porte,6337,235,11,"['Pedro', 'Garcia']","['Pedro', 'Garcia']","['Pedro', 'Garcia']",6511,no
589,2020-12-24 18:13:57,13/81,segundo porte,370,150,21,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",7266,no
590,2021-07-08 14:25:02,13/71,segundo porte,467,163,73,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",2077,si
591,2025-12-02 03:18:37,13/88,segundo porte,1415,116,84,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",6508,no
592,2018-01-26 03:57:42,18/58,primer porte,919,104,71,"['Diego', 'Garcia']","['Diego', 'Garcia']","['Diego', 'Garcia']",9640,si
593,2019-08-30 23:36:46,13/82,primer porte,9972,246,17,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",8451,no
594,2023-01-06 08:35:18,13/84,primer porte,1010,91,37,"['Juan', 'Lopez']","['Juan', 'Lopez']","['Juan', 'Lopez']",7119,no
595,2023-05-08 04:22:01,13/75,primer porte,548,247,68,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",6191,no
596,2019-01-19 05:35:41,13/69,segundo porte,5615,126,17,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",9541,no
597,2020-10-30 06:04:15,18/60,primer porte,2023,118,52,"['Diego', 'Lopez']","['Diego', 'Lopez']","['Diego', 'Lopez']",4043,no
598,2022-12-01 22:03:33,13/71,primer porte,3954,125,38,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",3959,no
599,2019-03-24 19:37:10,13/86,segundo porte,1632,133,57,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",7277,no
600,2026-11-07 17:25:58,13/83,segundo porte,7629,78,93,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",9643,no
601,2024-01-09 18:35:54,13/70,segundo porte,6231,247,62,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",9713,no
602,2019-09-21 03:13:52,13/90,segundo porte,595,151,19,"['Ana', 'Garcia']","['Ana', 'Garcia']","['Ana', 'Garcia']",8195,no
603,2019-11-05 15:04:57,13/82,primer porte,12750,21,57,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",5091,no
604,2018-11-19 22:30:02,11/67,segundo porte,4478,123,92,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",3106,si
605,2026-10-21 03:25:24,13/76,primer porte,5573,127,73,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",7816,no
606,2021-03-20 14:37:03,13/85,segundo porte,9720,158,61,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",2282,no
607,2025-04-07 05:03:54,13/72,primer porte,5276,71,71,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",9910,no
608,2017-07-27 07:42:47,13/94,segundo porte,6680,171,79,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",8066,si
609,2022-08-14 05:35:29,13/81,segundo porte,10062,23,42,"['Carlos', 'Lopez']","['Carlos', 'Lopez']","['Carlos', 'Lopez']",8655,si
610,2024-12-07 17:51:34,13/89,segundo porte,6522,205,50,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",5267,no
611,2020-10-24 01:10:11,18/59,primer porte,2840,92,54,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",8061,si
612,2019-06-02 07:09:33,13/80,primer porte,13298,249,61,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",7953,no
613,2021-12-08 15:02:20,13/81,primer porte,1149,104,76,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",6860,no
614,2017-10-26 17:25:24,17/54,primer porte,8493,189,58,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",3716,si
615,2022-07-29 09:54:25,02/98,primer porte,11246,39,38,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",5844,si
616,2024-10-03 00:47:44,13/76,segundo porte,1343,149,87,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",7127,no
617,2024-02-12 15:12:23,13/88,primer porte,6201,159,11,"['Sofia', 'Sanchez']","['Sofia', 'Sanchez']","['Sofia', 'Sanchez']",2133,no
618,2017-07-19 05:29:58,02/99,segundo porte,2261,130,62,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",2905,si
619,2019-10-21 04:06:05,13/83,segundo porte,12980,95,25,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",6878,no
620,2023-04-14 19:28:52,13/84,segundo porte,8541,241,97,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",9578,si
621,2020-03-03 19:47:46,13/78,primer porte,1305,242,63,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",2338,no
622,2026-11-18 23:45:01,13/68,segundo porte,1533,102,89,"['Marta', 'Garcia']","['Marta', 'Garcia']","['Marta', 'Garcia']",9997,no
623,2020-07-26 11:56:07,13/80,segundo porte,4965,218,65,"['Carlos', 'Fernandez']","['Carlos', 'Fernandez']","['Carlos', 'Fernandez']",3149,si
624,2021-08-24 03:03:52,18/60,primer porte,2774,55,47,"['Laura', 'Sanchez']","['Laura', 'Sanchez']","['Laura', 'Sanchez']",3837,no
625,2026-05-13 09:03:34,13/80,segundo porte,13822,82,84,"['Maria', 'Martinez']","['Maria', 'Martinez']","['Maria', 'Martinez']",2039,no
626,2023-03-03 09:19:22,13/70,segundo porte,14426,237,27,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",4834,si
627,2022-01-27 10:49:50,17/56,segundo porte,9374,200,61,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",6096,si
628,2024-10-03 12:56:51,13/93,segundo porte,13156,131,56,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",9266,no
629,2020-12-03 16:37:55,11/66,primer porte,14832,99,92,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",5176,no
630,2025-07-10 14:24:03,18/61,segundo porte,13217,26,84,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",4159,si
631,2025-01-19 10:53:02,13/87,segundo porte,14893,37,34,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",9210,si
632,2026-06-04 03:22:33,13/92,primer porte,9913,96,20,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",2673,si
633,2018-04-06 22:50:17,02/99,segundo porte,7550,164,29,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",7982,no
634,2019-07-03 10:37:37,13/91,primer porte,6595,120,58,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",7098,si
635,2019-09-07 08:36:11,18/59,segundo porte,873,87,29,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",3081,si
636,2020-03-19 21:50:25,17/55,primer porte,13574,43,31,"['Sofia', 'Lopez']","['Sofia', 'Lopez']","['Sofia', 'Lopez']",7974,no
637,2019-05-12 03:06:47,11/64,primer porte,1548,118,65,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",4804,si
638,2019-06-16 20:09:13,18/62,segundo porte,446,95,33,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",4618,si
639,2022-10-07 17:11:04,13/75,segundo porte,1347,120,17,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",2337,no
640,2020-08-26 12:22:17,13/72,segundo porte,3482,82,48,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",9528,no
641,2024-04-23 04:18:56,11/66,primer porte,9246,220,80,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",5253,si
642,2024-11-26 20:24:02,11/67,segundo porte,5544,247,44,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",8663,no
643,2023-03-14 16:08:04,11/64,segundo porte,11543,72,83,"['Juan', 'Sanchez']","['Juan', 'Sanchez']","['Juan', 'Sanchez']",2569,no
644,2025-05-12 03:48:19,02/99,primer porte,7447,211,18,"['Pedro', 'Lopez']","['Pedro', 'Lopez']","['Pedro', 'Lopez']",7466,no
645,2020-10-07 16:22:34,13/86,primer porte,9505,158,24,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",4334,no
646,2026-04-21 00:21:08,13/74,segundo porte,7660,96,57,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",3546,si
647,2022-01-03 12:15:32,02/100,segundo porte,1861,167,14,"['Marta', 'Rodriguez']","['Marta', 'Rodriguez']","['Marta', 'Rodriguez']",2776,si
648,2019-06-14 00:09:24,13/91,segundo porte,14717,132,10,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",9517,si
649,2017-09-26 18:23:12,13/75,primer porte,5398,35,56,"['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']","['Carlos', 'Rodriguez']",4221,no
650,2024-07-22 04:46:29,13/85,segundo porte,1473,59,81,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",4607,si
651,2017-12-25 20:27:28,13/95,primer porte,11085,241,44,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",5681,no
652,2021-03-29 04:57:50,13/84,segundo porte,1146,24,18,"['Juan', 'Martinez']","['Juan', 'Martinez']","['Juan', 'Martinez']",9346,no
653,2018-11-21 02:24:29,13/70,primer porte,7588,137,45,"['Ana', 'Rodriguez']","['Ana', 'Rodriguez']","['Ana', 'Rodriguez']",2118,no
654,2023-11-19 15:38:54,13/84,primer porte,8364,91,48,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",7600,si
655,2022-07-23 04:21:54,13/96,primer porte,3828,14,34,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",2936,no
656,2026-11-03 17:25:42,13/86,segundo porte,6403,34,31,"['Pedro', 'Fernandez']","['Pedro', 'Fernandez']","['Pedro', 'Fernandez']",9957,no
657,2020-09-26 12:09:33,11/64,primer porte,14313,149,46,"['Laura', 'Rodriguez']","['Laura', 'Rodriguez']","['Laura', 'Rodriguez']",3928,si
658,2018-10-06 08:00:47,13/69,primer porte,12798,80,63,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",4987,si
659,2026-08-15 12:50:51,13/75,primer porte,10362,145,16,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",3071,no
660,2025-03-19 23:41:39,02/99,segundo porte,6323,168,99,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",5068,si
661,2025-08-04 03:42:30,13/84,segundo porte,4909,130,28,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",9682,no
662,2024-04-05 20:11:16,13/90,segundo porte,11142,65,11,"['Carlos', 'Lopez']","['Carlos', 'Lopez']","['Carlos', 'Lopez']",6749,no
663,2023-08-14 13:26:39,13/92,primer porte,8094,100,91,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",2511,si
664,2023-12-14 21:30:00,13/69,primer porte,6324,209,57,"['Laura', 'Martinez']","['Laura', 'Martinez']","['Laura', 'Martinez']",8318,si
665,2019-09-28 17:37:34,17/55,segundo porte,9924,198,69,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",3254,no
666,2023-08-09 21:02:48,11/65,segundo porte,7224,99,10,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",2993,no
667,2024-11-12 10:57:09,13/78,segundo porte,9266,150,69,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",9383,no
668,2020-11-01 06:01:50,02/98,segundo porte,162,32,61,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",5893,si
669,2024-12-07 22:22:38,13/76,segundo porte,5907,240,68,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",3211,si
670,2026-07-04 18:10:20,13/92,primer porte,8866,105,13,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",5057,si
671,2026-10-23 08:01:31,13/89,primer porte,13068,37,23,"['Carlos', 'Garcia']","['Carlos', 'Garcia']","['Carlos', 'Garcia']",4020,no
672,2020-05-06 15:15:44,13/81,primer porte,4520,165,26,"['Luis', 'Fernandez']","['Luis', 'Fernandez']","['Luis', 'Fernandez']",7095,si
673,2024-02-09 18:47:06,13/71,primer porte,4084,165,77,"['Laura', 'Garcia']","['Laura', 'Garcia']","['Laura', 'Garcia']",9747,no
674,2018-10-12 16:17:20,11/65,primer porte,3669,142,31,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",5437,si
675,2021-04-09 10:29:01,11/64,primer porte,11420,226,74,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",6366,no
676,2020-07-12 00:53:57,13/91,segundo porte,2225,62,57,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",9211,si
677,2022-10-21 10:59:00,13/96,segundo porte,14246,131,40,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",4542,si
678,2023-07-05 00:06:09,18/59,segundo porte,1385,204,60,"['Marta', 'Martinez']","['Marta', 'Martinez']","['Marta', 'Martinez']",7809,si
679,2018-04-22 22:24:22,13/71,primer porte,4421,177,48,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",8155,si
680,2023-04-11 00:10:50,13/73,primer porte,4959,167,44,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",9181,no
681,2021-05-28 02:05:08,17/53,primer porte,7614,75,14,"['Maria', 'Lopez']","['Maria', 'Lopez']","['Maria', 'Lopez']",3033,no
682,2021-01-21 11:24:53,13/86,primer porte,10437,216,61,"['Diego', 'Rodriguez']","['Diego', 'Rodriguez']","['Diego', 'Rodriguez']",6604,no
683,2020-10-24 12:29:31,17/56,segundo porte,4520,122,70,"['Juan', 'Fernandez']","['Juan', 'Fernandez']","['Juan', 'Fernandez']",8838,no
684,2019-08-27 09:19:47,13/85,primer porte,8321,112,25,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",3376,si
685,2026-01-17 17:49:15,17/53,primer porte,9841,13,85,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",3008,si
686,2023-05-16 06:19:34,13/95,primer porte,6756,178,46,"['Laura', 'Rodriguez']","['Laura', 'Rodriguez']","['Laura', 'Rodriguez']",5385,si
687,2020-10-11 13:10:37,02/99,segundo porte,14988,22,75,"['Maria', 'Lopez']","['Maria', 'Lopez']","['Maria', 'Lopez']",9350,no
688,2026-05-30 13:18:14,18/58,primer porte,9244,30,90,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",4273,si
689,2025-07-17 09:25:55,18/62,primer porte,3038,72,77,"['Diego', 'Fernandez']","['Diego', 'Fernandez']","['Diego', 'Fernandez']",6175,si
690,2021-02-08 19:07:38,13/90,segundo porte,3291,130,61,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",4478,no
691,2019-11-17 09:34:13,11/63,primer porte,9688,45,94,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",4990,si
692,2021-08-16 02:58:50,13/97,primer porte,11014,239,73,"['Ana', 'Lopez']","['Ana', 'Lopez']","['Ana', 'Lopez']",4268,si
693,2022-09-22 22:20:41,18/61,segundo porte,13016,99,88,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",7657,si
694,2021-07-01 07:06:13,02/99,segundo porte,3228,228,15,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",6615,si
695,2018-04-19 21:57:35,13/96,primer porte,10130,100,10,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",6201,si
696,2019-03-21 05:52:17,13/88,segundo porte,14423,205,89,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",8647,no
697,2025-12-11 03:25:20,13/82,segundo porte,4809,38,91,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",2059,no
698,2024-07-20 07:04:47,13/97,primer porte,2434,104,21,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",4608,si
699,2026-10-20 11:56:53,11/63,segundo porte,9637,116,85,"['Ana', 'Garcia']","['Ana', 'Garcia']","['Ana', 'Garcia']",4945,si
700,2026-11-25 13:57:18,13/90,segundo porte,9972,33,14,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",6165,no
701,2019-08-08 21:21:07,13/86,primer porte,9196,90,68,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",6984,no
702,2020-09-11 09:42:44,13/71,primer porte,4817,37,73,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",4462,no
703,2019-07-28 06:11:22,13/94,primer porte,940,80,68,"['Laura', 'Sanchez']","['Laura', 'Sanchez']","['Laura', 'Sanchez']",8030,si
704,2020-01-18 17:06:33,13/95,primer porte,13769,11,64,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",3051,si
705,2023-03-25 23:36:31,18/61,primer porte,14878,176,98,"['Carlos', 'Lopez']","['Carlos', 'Lopez']","['Carlos', 'Lopez']",6280,no
706,2025-04-27 03:52:50,02/100,primer porte,6979,238,79,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",7173,si
707,2025-05-17 04:47:45,13/81,primer porte,4124,91,21,"['Sofia', 'Perez']","['Sofia', 'Perez']","['Sofia', 'Perez']",5816,si
708,2020-03-21 08:41:57,13/83,primer porte,7115,183,14,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",7496,no
709,2024-06-15 23:39:33,17/53,primer porte,14252,193,15,"['Carlos', 'Garcia']","['Carlos', 'Garcia']","['Carlos', 'Garcia']",6330,si
710,2025-02-18 13:02:27,18/58,primer porte,14943,49,78,"['Juan', 'Sanchez']","['Juan', 'Sanchez']","['Juan', 'Sanchez']",8343,no
711,2023-04-22 16:29:47,13/70,segundo porte,9440,203,81,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",5263,si
